Timestamp,Device,Location,Incident_Type,Severity,CPU_Usage,Memory_Usage,Packet_Loss_Percentage,Resource_Stress,Network_Stress
2026-05-18 07:51:03.235966,SW2-Distribution,Delhi,Route Flapping,Warning,37,43,1.46,80,14.6
2026-05-18 07:56:03.235966,SW1-Access,Bangalore,Memory Utilization High,Warning,74,59,7.9,133,79.0
2026-05-18 08:01:03.235966,R1-Core,Bangalore,High CPU Usage,Warning,21,32,1.93,53,19.3
2026-05-18 08:06:03.235966,SW2-Distribution,Delhi,Packet Loss,Warning,44,40,0.63,84,6.3
2026-05-18 08:11:03.235966,SW1-Access,Bangalore,Route Flapping,Warning,46,38,2.5,84,25.0
2026-05-18 08:16:03.235966,R1-Core,Mumbai,BGP Neighbor Down,Critical,96,87,12.55,183,125.5
2026-05-18 08:21:03.235966,R1-Core,Mumbai,Packet Loss,Critical,91,80,12.35,171,123.5
2026-05-18 08:26:03.235966,R1-Core,Delhi,Memory Utilization High,Warning,36,54,1.11,90,11.1
2026-05-18 08:31:03.235966,FW1-Perimeter,Mumbai,Interface Down,Warning,65,64,3.54,129,35.4
2026-05-18 08:36:03.235966,FW1-Perimeter,Bangalore,Latency Spike,Warning,32,32,1.78,64,17.8
2026-05-18 08:41:03.235966,R2-Branch,Mumbai,Interface Down,Major,69,76,6.0,145,60.0
2026-05-18 08:46:03.235966,FW1-Perimeter,Mumbai,Memory Utilization High,Warning,47,51,1.11,98,11.1
2026-05-18 08:51:03.235966,SW1-Access,Mumbai,Packet Loss,Warning,75,58,5.17,133,51.7
2026-05-18 08:56:03.235966,SW2-Distribution,Delhi,Latency Spike,Warning,53,50,0.81,103,8.1
2026-05-18 09:01:03.235966,FW1-Perimeter,Bangalore,High CPU Usage,Warning,57,38,0.97,95,9.7
2026-05-18 09:06:03.235966,R1-Core,Pune,BGP Neighbor Down,Critical,92,94,11.99,186,119.9
2026-05-18 09:11:03.235966,SW2-Distribution,Pune,Packet Loss,Warning,40,35,1.46,75,14.6
2026-05-18 09:16:03.235966,SW1-Access,Pune,Memory Utilization High,Warning,58,52,2.64,110,26.4
2026-05-18 09:21:03.235966,R1-Core,Delhi,High CPU Usage,Warning,46,45,1.67,91,16.7
2026-05-18 09:26:03.235966,SW2-Distribution,Bangalore,Route Flapping,Warning,21,32,0.88,53,8.8
2026-05-18 09:31:03.235966,R2-Branch,Pune,Packet Loss,Warning,71,70,5.77,141,57.7
2026-05-18 09:36:03.235966,SW2-Distribution,Pune,High CPU Usage,Warning,49,38,0.92,87,9.2
2026-05-18 09:41:03.235966,R1-Core,Delhi,High CPU Usage,Warning,54,54,2.07,108,20.7
2026-05-18 09:46:03.235966,R2-Branch,Bangalore,Packet Loss,Warning,57,54,1.57,111,15.7
2026-05-18 09:51:03.235966,R1-Core,Delhi,BGP Neighbor Down,Major,43,35,0.91,78,9.1
2026-05-18 09:56:03.235966,SW1-Access,Mumbai,Route Flapping,Critical,94,84,12.47,178,124.7
2026-05-18 10:01:03.235966,R1-Core,Mumbai,High CPU Usage,Warning,50,45,1.32,95,13.2
2026-05-18 10:06:03.235966,R1-Core,Pune,Route Flapping,Critical,100,83,13.75,183,137.5
2026-05-18 10:11:03.235966,SW2-Distribution,Mumbai,Memory Utilization High,Warning,23,34,0.45,57,4.5
2026-05-18 10:16:03.235966,SW1-Access,Mumbai,BGP Neighbor Down,Critical,88,93,12.24,181,122.4
2026-05-18 10:21:03.235966,R2-Branch,Bangalore,Route Flapping,Warning,48,39,2.58,87,25.8
2026-05-18 10:26:03.235966,SW1-Access,Mumbai,High CPU Usage,Warning,83,58,7.74,141,77.4
2026-05-18 10:31:03.235966,R2-Branch,Pune,Interface Down,Major,65,62,3.87,127,38.7
2026-05-18 10:36:03.235966,SW2-Distribution,Bangalore,Packet Loss,Warning,75,64,3.16,139,31.6
2026-05-18 10:41:03.235966,SW1-Access,Bangalore,BGP Neighbor Down,Major,34,38,2.36,72,23.6
2026-05-18 10:46:03.235966,R2-Branch,Bangalore,Packet Loss,Warning,34,50,0.45,84,4.5
2026-05-18 10:51:03.235966,R2-Branch,Mumbai,Memory Utilization High,Warning,39,49,2.25,88,22.5
2026-05-18 10:56:03.235966,SW1-Access,Bangalore,Packet Loss,Warning,39,52,1.21,91,12.1
2026-05-18 11:01:03.235966,FW1-Perimeter,Bangalore,BGP Neighbor Down,Major,58,31,2.67,89,26.7
2026-05-18 11:06:03.235966,SW1-Access,Mumbai,Latency Spike,Warning,56,48,2.85,104,28.5
2026-05-18 11:11:03.235966,SW1-Access,Mumbai,Route Flapping,Warning,65,70,5.59,135,55.9
2026-05-18 11:16:03.235966,SW1-Access,Delhi,Route Flapping,Critical,98,95,14.78,193,147.8
2026-05-18 11:21:03.235966,SW1-Access,Bangalore,BGP Neighbor Down,Major,26,35,0.99,61,9.9
2026-05-18 11:26:03.235966,SW2-Distribution,Mumbai,Latency Spike,Warning,40,38,0.97,78,9.7
2026-05-18 11:31:03.235966,SW2-Distribution,Mumbai,High CPU Usage,Warning,77,69,5.07,146,50.7
2026-05-18 11:36:03.235966,FW1-Perimeter,Pune,Interface Down,Major,75,75,5.21,150,52.1
2026-05-18 11:41:03.235966,FW1-Perimeter,Delhi,High CPU Usage,Critical,99,95,8.85,194,88.5
2026-05-18 11:46:03.235966,R2-Branch,Pune,Latency Spike,Warning,55,43,0.28,98,2.8
2026-05-18 11:51:03.235966,R1-Core,Bangalore,Route Flapping,Critical,89,95,14.53,184,145.3
2026-05-18 11:56:03.235966,FW1-Perimeter,Pune,Memory Utilization High,Warning,50,45,0.73,95,7.3
2026-05-18 12:01:03.235966,R2-Branch,Bangalore,High CPU Usage,Warning,58,46,2.24,104,22.4
2026-05-18 12:06:03.235966,R1-Core,Pune,Memory Utilization High,Warning,73,65,7.67,138,76.7
2026-05-18 12:11:03.235966,SW1-Access,Mumbai,BGP Neighbor Down,Major,39,48,1.74,87,17.4
2026-05-18 12:16:03.235966,R2-Branch,Bangalore,Memory Utilization High,Warning,42,40,1.66,82,16.6
2026-05-18 12:21:03.235966,SW2-Distribution,Bangalore,Packet Loss,Major,91,87,12.0,178,120.0
2026-05-18 12:26:03.235966,SW2-Distribution,Mumbai,Route Flapping,Warning,50,52,2.74,102,27.4
2026-05-18 12:31:03.235966,SW2-Distribution,Delhi,Memory Utilization High,Warning,22,34,1.51,56,15.1
2026-05-18 12:36:03.235966,SW1-Access,Mumbai,Route Flapping,Critical,99,83,11.68,182,116.8
2026-05-18 12:41:03.235966,R1-Core,Delhi,Packet Loss,Warning,29,32,1.41,61,14.1
2026-05-18 12:46:03.235966,SW1-Access,Bangalore,Route Flapping,Warning,70,76,7.3,146,73.0
2026-05-18 12:51:03.235966,SW1-Access,Bangalore,BGP Neighbor Down,Critical,86,82,9.64,168,96.4
2026-05-18 12:56:03.235966,SW1-Access,Delhi,BGP Neighbor Down,Warning,73,58,6.8,131,68.0
2026-05-18 13:01:03.235966,SW2-Distribution,Delhi,Interface Down,Major,60,56,4.62,116,46.2
2026-05-18 13:06:03.235966,SW1-Access,Bangalore,Latency Spike,Warning,53,43,1.7,96,17.0
2026-05-18 13:11:03.235966,R2-Branch,Delhi,High CPU Usage,Warning,59,42,1.86,101,18.6
2026-05-18 13:16:03.235966,SW2-Distribution,Delhi,BGP Neighbor Down,Major,60,38,1.38,98,13.8
2026-05-18 13:21:03.235966,SW2-Distribution,Pune,Packet Loss,Warning,65,57,5.21,122,52.1
2026-05-18 13:26:03.235966,FW1-Perimeter,Pune,Latency Spike,Warning,73,77,4.25,150,42.5
2026-05-18 13:31:03.235966,SW1-Access,Delhi,Memory Utilization High,Critical,100,83,9.66,183,96.6
2026-05-18 13:36:03.235966,SW1-Access,Mumbai,High CPU Usage,Major,97,88,8.06,185,80.6
2026-05-18 13:41:03.235966,SW2-Distribution,Pune,High CPU Usage,Warning,67,74,7.01,141,70.1
2026-05-18 13:46:03.235966,R2-Branch,Pune,Latency Spike,Warning,83,79,6.3,162,63.0
2026-05-18 13:51:03.235966,R2-Branch,Mumbai,Packet Loss,Critical,86,89,13.52,175,135.2
2026-05-18 13:56:03.235966,R2-Branch,Mumbai,High CPU Usage,Critical,95,93,9.23,188,92.3
2026-05-18 14:01:03.235966,FW1-Perimeter,Pune,Latency Spike,Warning,37,35,0.77,72,7.7
2026-05-18 14:06:03.235966,SW2-Distribution,Pune,Interface Down,Major,70,80,3.58,150,35.8
2026-05-18 14:11:03.235966,R2-Branch,Bangalore,Packet Loss,Critical,96,82,13.53,178,135.3
2026-05-18 14:16:03.235966,SW1-Access,Mumbai,BGP Neighbor Down,Warning,36,48,1.14,84,11.4
2026-05-18 14:21:03.235966,R1-Core,Delhi,Memory Utilization High,Warning,59,47,0.98,106,9.8
2026-05-18 14:26:03.235966,R2-Branch,Mumbai,Route Flapping,Warning,74,77,4.51,151,45.1
2026-05-18 14:31:03.235966,R1-Core,Delhi,Interface Down,Major,22,39,2.99,61,29.9
2026-05-18 14:36:03.235966,FW1-Perimeter,Delhi,BGP Neighbor Down,Warning,43,51,2.85,94,28.5
2026-05-18 14:41:03.235966,SW2-Distribution,Delhi,Route Flapping,Critical,88,95,12.31,183,123.1
2026-05-18 14:46:03.235966,R1-Core,Pune,Interface Down,Warning,48,37,2.57,85,25.7
2026-05-18 14:51:03.235966,SW1-Access,Pune,Latency Spike,Warning,37,36,2.9,73,29.0
2026-05-18 14:56:03.235966,SW2-Distribution,Mumbai,Interface Down,Major,80,75,5.99,155,59.9
2026-05-18 15:01:03.235966,SW1-Access,Delhi,BGP Neighbor Down,Critical,91,82,13.81,173,138.1
2026-05-18 15:06:03.235966,R2-Branch,Delhi,Latency Spike,Warning,67,65,6.87,132,68.7
2026-05-18 15:11:03.235966,FW1-Perimeter,Mumbai,Latency Spike,Warning,29,34,1.62,63,16.2
2026-05-18 15:16:03.235966,R2-Branch,Mumbai,Latency Spike,Warning,60,59,3.07,119,30.7
2026-05-18 15:21:03.235966,R2-Branch,Pune,Route Flapping,Warning,36,31,0.38,67,3.8
2026-05-18 15:26:03.235966,FW1-Perimeter,Mumbai,Memory Utilization High,Warning,75,69,6.89,144,68.9
2026-05-18 15:31:03.235966,FW1-Perimeter,Mumbai,Latency Spike,Warning,34,49,0.13,83,1.3
2026-05-18 15:36:03.235966,FW1-Perimeter,Pune,Latency Spike,Warning,21,31,3.0,52,30.0
2026-05-18 15:41:03.235966,SW2-Distribution,Bangalore,Interface Down,Warning,75,77,7.55,152,75.5
2026-05-18 15:46:03.235966,SW1-Access,Delhi,Memory Utilization High,Warning,37,49,1.9,86,19.0
2026-05-18 15:51:03.235966,SW1-Access,Bangalore,Route Flapping,Critical,94,94,11.54,188,115.4
2026-05-18 15:56:03.235966,R1-Core,Mumbai,Packet Loss,Critical,91,93,11.16,184,111.6
2026-05-18 16:01:03.235966,SW2-Distribution,Pune,Packet Loss,Warning,72,68,6.65,140,66.5
2026-05-18 16:06:03.235966,SW2-Distribution,Pune,Route Flapping,Warning,71,59,6.43,130,64.3
2026-05-18 16:11:03.235966,R1-Core,Mumbai,BGP Neighbor Down,Major,62,68,3.48,130,34.8
2026-05-18 16:16:03.235966,R2-Branch,Mumbai,Interface Down,Major,55,47,0.99,102,9.9
2026-05-18 16:21:03.235966,SW2-Distribution,Mumbai,High CPU Usage,Critical,94,91,8.73,185,87.3
2026-05-18 16:26:03.235966,R2-Branch,Bangalore,Packet Loss,Warning,26,41,2.54,67,25.4
2026-05-18 16:31:03.235966,R1-Core,Pune,Latency Spike,Warning,47,47,2.92,94,29.2
2026-05-18 16:36:03.235966,FW1-Perimeter,Mumbai,High CPU Usage,Warning,81,77,4.34,158,43.4
2026-05-18 16:41:03.235966,SW1-Access,Pune,High CPU Usage,Critical,96,80,9.27,176,92.7
2026-05-18 16:46:03.235966,SW2-Distribution,Mumbai,Memory Utilization High,Warning,60,30,0.28,90,2.8
2026-05-18 16:51:03.235966,R2-Branch,Bangalore,BGP Neighbor Down,Major,41,35,1.11,76,11.1
2026-05-18 16:56:03.235966,FW1-Perimeter,Mumbai,Packet Loss,Critical,89,85,13.28,174,132.8
2026-05-18 17:01:03.235966,SW1-Access,Bangalore,Packet Loss,Warning,75,74,5.21,149,52.1
2026-05-18 17:06:03.235966,R2-Branch,Mumbai,Memory Utilization High,Warning,27,39,2.03,66,20.3
2026-05-18 17:11:03.235966,SW2-Distribution,Pune,High CPU Usage,Warning,45,49,0.16,94,1.6
2026-05-18 17:16:03.235966,SW1-Access,Delhi,Interface Down,Major,84,63,4.45,147,44.5
2026-05-18 17:21:03.235966,SW2-Distribution,Delhi,Memory Utilization High,Warning,54,52,0.69,106,6.9
2026-05-18 17:26:03.235966,SW1-Access,Mumbai,Interface Down,Warning,22,43,0.06,65,0.6
2026-05-18 17:31:03.235966,FW1-Perimeter,Bangalore,Route Flapping,Warning,60,43,0.87,103,8.7
2026-05-18 17:36:03.235966,R1-Core,Pune,Packet Loss,Warning,59,44,2.5,103,25.0
2026-05-18 17:41:03.235966,R1-Core,Bangalore,Memory Utilization High,Warning,67,68,5.94,135,59.4
2026-05-18 17:46:03.235966,R1-Core,Bangalore,Packet Loss,Critical,95,87,10.33,182,103.3
2026-05-18 17:51:03.235966,R1-Core,Delhi,BGP Neighbor Down,Critical,96,91,13.09,187,130.9
2026-05-18 17:56:03.235966,R2-Branch,Delhi,High CPU Usage,Warning,36,36,0.52,72,5.2
2026-05-18 18:01:03.235966,R1-Core,Delhi,BGP Neighbor Down,Critical,100,94,13.28,194,132.8
2026-05-18 18:06:03.235966,SW2-Distribution,Pune,Route Flapping,Critical,95,84,11.08,179,110.8
2026-05-18 18:11:03.235966,SW2-Distribution,Pune,Interface Down,Major,78,56,4.76,134,47.6
2026-05-18 18:16:03.235966,SW2-Distribution,Mumbai,Latency Spike,Warning,38,32,1.93,70,19.3
2026-05-18 18:21:03.235966,R1-Core,Bangalore,Interface Down,Major,55,55,2.22,110,22.2
2026-05-18 18:26:03.235966,FW1-Perimeter,Delhi,Interface Down,Major,50,46,0.45,96,4.5
2026-05-18 18:31:03.235966,SW1-Access,Mumbai,Route Flapping,Warning,31,31,0.74,62,7.4
2026-05-18 18:36:03.235966,SW2-Distribution,Delhi,Packet Loss,Warning,38,42,1.23,80,12.3
2026-05-18 18:41:03.235966,FW1-Perimeter,Mumbai,Interface Down,Major,80,65,3.33,145,33.3
2026-05-18 18:46:03.235966,SW2-Distribution,Pune,Memory Utilization High,Warning,58,34,1.0,92,10.0
2026-05-18 18:51:03.235966,R2-Branch,Pune,Interface Down,Major,45,34,1.79,79,17.9
2026-05-18 18:56:03.235966,SW2-Distribution,Pune,BGP Neighbor Down,Warning,81,77,7.14,158,71.4
2026-05-18 19:01:03.235966,FW1-Perimeter,Mumbai,Packet Loss,Warning,73,71,4.81,144,48.1
2026-05-18 19:06:03.235966,SW1-Access,Delhi,High CPU Usage,Critical,95,95,9.34,190,93.4
2026-05-18 19:11:03.235966,R2-Branch,Mumbai,Latency Spike,Warning,26,46,2.31,72,23.1
2026-05-18 19:16:03.235966,FW1-Perimeter,Mumbai,Route Flapping,Warning,84,74,3.66,158,36.6
2026-05-18 19:21:03.235966,R2-Branch,Delhi,BGP Neighbor Down,Major,59,55,2.71,114,27.1
2026-05-18 19:26:03.235966,SW2-Distribution,Pune,Latency Spike,Warning,67,69,6.05,136,60.5
2026-05-18 19:31:03.235966,SW2-Distribution,Delhi,Latency Spike,Warning,39,55,2.35,94,23.5
2026-05-18 19:36:03.235966,R2-Branch,Pune,Packet Loss,Warning,78,69,5.31,147,53.1
2026-05-18 19:41:03.235966,SW2-Distribution,Bangalore,Packet Loss,Critical,91,84,14.11,175,141.1
2026-05-18 19:46:03.235966,SW1-Access,Mumbai,Latency Spike,Warning,76,58,4.43,134,44.3
2026-05-18 19:51:03.235966,R2-Branch,Pune,Interface Down,Warning,52,34,2.49,86,24.9
2026-05-18 19:56:03.235966,R2-Branch,Bangalore,Memory Utilization High,Major,85,93,8.37,178,83.7
2026-05-18 20:01:03.235966,SW2-Distribution,Mumbai,Latency Spike,Warning,21,40,2.79,61,27.9
2026-05-18 20:06:03.235966,SW1-Access,Delhi,High CPU Usage,Warning,38,45,2.09,83,20.9
2026-05-18 20:11:03.235966,SW2-Distribution,Bangalore,Latency Spike,Warning,62,55,4.28,117,42.8
2026-05-18 20:16:03.235966,R2-Branch,Bangalore,Interface Down,Major,38,37,0.9,75,9.0
2026-05-18 20:21:03.235966,FW1-Perimeter,Bangalore,BGP Neighbor Down,Major,51,49,1.61,100,16.1
2026-05-18 20:26:03.235966,R2-Branch,Delhi,Memory Utilization High,Warning,20,49,1.06,69,10.6
2026-05-18 20:31:03.235966,SW2-Distribution,Delhi,Interface Down,Warning,62,71,7.87,133,78.7
2026-05-18 20:36:03.235966,FW1-Perimeter,Mumbai,Packet Loss,Warning,50,31,1.91,81,19.1
2026-05-18 20:41:03.235966,SW1-Access,Mumbai,BGP Neighbor Down,Major,24,41,0.72,65,7.2
2026-05-18 20:46:03.235966,FW1-Perimeter,Pune,BGP Neighbor Down,Major,42,47,1.02,89,10.2
2026-05-18 20:51:03.235966,SW2-Distribution,Bangalore,Latency Spike,Warning,85,59,3.32,144,33.2
2026-05-18 20:56:03.235966,SW2-Distribution,Mumbai,Interface Down,Major,22,55,0.6,77,6.0
2026-05-18 21:01:03.235966,SW1-Access,Bangalore,High CPU Usage,Critical,100,88,8.26,188,82.6
2026-05-18 21:06:03.235966,R1-Core,Pune,BGP Neighbor Down,Major,43,43,2.67,86,26.7
2026-05-18 21:11:03.235966,SW2-Distribution,Pune,BGP Neighbor Down,Critical,100,95,10.57,195,105.7
2026-05-18 21:16:03.235966,SW1-Access,Mumbai,Latency Spike,Warning,62,68,6.01,130,60.1
2026-05-18 21:21:03.235966,R2-Branch,Pune,Packet Loss,Warning,25,40,1.98,65,19.8
2026-05-18 21:26:03.235966,SW2-Distribution,Bangalore,BGP Neighbor Down,Warning,48,41,1.34,89,13.4
2026-05-18 21:31:03.235966,SW1-Access,Bangalore,Route Flapping,Warning,23,32,2.01,55,20.1
2026-05-18 21:36:03.235966,SW1-Access,Delhi,Interface Down,Critical,89,94,8.24,183,82.4
2026-05-18 21:41:03.235966,R2-Branch,Pune,BGP Neighbor Down,Major,56,31,1.82,87,18.2
2026-05-18 21:46:03.235966,SW1-Access,Pune,Packet Loss,Warning,24,48,0.41,72,4.1
2026-05-18 21:51:03.235966,SW2-Distribution,Pune,High CPU Usage,Warning,67,58,3.13,125,31.3
2026-05-18 21:56:03.235966,SW2-Distribution,Bangalore,BGP Neighbor Down,Critical,88,88,13.42,176,134.2
2026-05-18 22:01:03.235966,SW2-Distribution,Delhi,High CPU Usage,Critical,94,95,9.4,189,94.0
2026-05-18 22:06:03.235966,R1-Core,Bangalore,Latency Spike,Warning,48,32,2.43,80,24.3
2026-05-18 22:11:03.235966,SW1-Access,Pune,Packet Loss,Warning,77,72,4.45,149,44.5
